index,offsetRange,CentroidLabelIndex_entireUnits,"[C,C#,D,E-,E,F,F#,G,G#,A,B-,B]",CentroidLabelIndex_individualUnit,triadLabel,filename
642,647.0 to 647.5,4,"[0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 1]",5,eMajor,Piano Sonata K333 i Bb major.mid by Mozart.csv
643,648.0 to 648.75,2,"[1, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0]",2,fMajor,Piano Sonata K333 i Bb major.mid by Mozart.csv
644,649.0 to 649.75,3,"[2, 0, 1, 1, 0, 1, 0, 0, 1, 0, 0, 0]",6,g#Major,Piano Sonata K333 i Bb major.mid by Mozart.csv
645,650.0 to 650.75,15,"[2, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1]",6,cMajor,Piano Sonata K333 i Bb major.mid by Mozart.csv
646,651.0 to 651.75,5,"[1, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 2]",7,fMajor,Piano Sonata K333 i Bb major.mid by Mozart.csv
647,652.0 to 652.5,0,"[2, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",6,cMajor,Piano Sonata K333 i Bb major.mid by Mozart.csv
648,653.0 to 653.5,0,"[2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",6,cMajor,Piano Sonata K333 i Bb major.mid by Mozart.csv
649,654.0 to 654.5,15,"[2, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1]",6,gMajor,Piano Sonata K333 i Bb major.mid by Mozart.csv
650,655.0 to 655.5,4,"[0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 1]",5,eMajor,Piano Sonata K333 i Bb major.mid by Mozart.csv
651,656.0 to 656.875,17,"[0, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0]",2,cMajor,Piano Sonata K333 i Bb major.mid by Mozart.csv
652,657.0 to 657.5,17,"[0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0]",2,fMajor,Piano Sonata K333 i Bb major.mid by Mozart.csv
653,658.0 to 658.5,10,"[0, 0, 0, 0, 1, 1, 0, 2, 0, 1, 0, 0]",4,cMajor,Piano Sonata K333 i Bb major.mid by Mozart.csv
654,659.0 to 659.5,5,"[0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1]",7,gMajor,Piano Sonata K333 i Bb major.mid by Mozart.csv
655,660.0 to 660.0,6,"[1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0]",1,fMajor,Piano Sonata K333 i Bb major.mid by Mozart.csv
656,661.0 to 661.0,6,"[0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0]",1,gMajor,Piano Sonata K333 i Bb major.mid by Mozart.csv
657,662.0 to 662.0,0,"[2, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",6,cMajor,Piano Sonata K333 i Bb major.mid by Mozart.csv
