index,offsetRange,"[C,C#,D,E-,E,F,F#,G,G#,A,B-,B]",CentroidLabelIndex_individualUnit,triadLabel,filename
126,252.0 to 253.625,"[2, 0, 0, 0, 2, 1, 0, 1, 0, 1, 0, 0]",0,cMajor,Piano Sonata K330 i C major.mid by Mozart.csv
127,254.0 to 255.75,"[3, 0, 1, 0, 2, 1, 0, 2, 0, 1, 0, 1]",4,cMajor,Piano Sonata K330 i C major.mid by Mozart.csv
128,257.0416667 to 257.625,"[1, 0, 1, 0, 2, 0, 0, 1, 0, 0, 0, 1]",5,cMajor,Piano Sonata K330 i C major.mid by Mozart.csv
129,258.0 to 259.875,"[0, 1, 2, 0, 0, 0, 0, 2, 0, 0, 0, 2]",1,gMajor,Piano Sonata K330 i C major.mid by Mozart.csv
130,260.0 to 261.875,"[1, 1, 2, 0, 0, 0, 0, 2, 0, 1, 0, 2]",1,gMajor,Piano Sonata K330 i C major.mid by Mozart.csv
131,262.0 to 263.625,"[1, 0, 0, 1, 2, 0, 0, 2, 0, 1, 0, 1]",5,cMajor,Piano Sonata K330 i C major.mid by Mozart.csv
132,264.0 to 265.8333333,"[1, 0, 0, 0, 2, 0, 0, 1, 0, 0, 0, 0]",5,cMajor,Piano Sonata K330 i C major.mid by Mozart.csv
133,266.0 to 267.875,"[1, 0, 1, 0, 1, 0, 2, 1, 0, 3, 0, 0]",6,dMajor,Piano Sonata K330 i C major.mid by Mozart.csv
134,268.25 to 269.625,"[1, 0, 2, 0, 0, 0, 1, 1, 0, 1, 0, 0]",6,dMajor,Piano Sonata K330 i C major.mid by Mozart.csv
135,270.0 to 271.75,"[0, 0, 2, 0, 0, 0, 0, 2, 0, 0, 0, 2]",1,gMajor,Piano Sonata K330 i C major.mid by Mozart.csv
136,272.0416667 to 273.8333333,"[0, 1, 2, 0, 0, 0, 0, 2, 0, 0, 0, 1]",1,gMajor,Piano Sonata K330 i C major.mid by Mozart.csv
137,274.0 to 275.9166667,"[1, 1, 2, 0, 1, 0, 0, 2, 0, 1, 0, 2]",1,gMajor,Piano Sonata K330 i C major.mid by Mozart.csv
138,276.0 to 277.875,"[1, 0, 0, 1, 2, 0, 0, 2, 0, 1, 0, 0]",5,cMajor,Piano Sonata K330 i C major.mid by Mozart.csv
139,278.25 to 279.5,"[1, 0, 0, 0, 2, 0, 0, 1, 0, 0, 0, 0]",5,cMajor,Piano Sonata K330 i C major.mid by Mozart.csv
140,280.0 to 281.875,"[2, 0, 2, 0, 1, 0, 2, 1, 0, 2, 0, 1]",6,dMajor,Piano Sonata K330 i C major.mid by Mozart.csv
141,282.125 to 283.75,"[2, 0, 2, 0, 1, 0, 2, 2, 0, 2, 0, 2]",8,dMajor,Piano Sonata K330 i C major.mid by Mozart.csv
142,284.0 to 285.75,"[2, 0, 2, 0, 0, 0, 0, 1, 0, 1, 0, 2]",1,gMajor,Piano Sonata K330 i C major.mid by Mozart.csv
143,286.0 to 287.875,"[1, 0, 1, 0, 2, 0, 1, 3, 0, 0, 0, 1]",5,cMajor,Piano Sonata K330 i C major.mid by Mozart.csv
144,288.0 to 289.875,"[1, 0, 0, 0, 2, 0, 1, 2, 0, 0, 0, 0]",5,cMajor,Piano Sonata K330 i C major.mid by Mozart.csv
145,290.0 to 291.875,"[2, 0, 1, 0, 1, 0, 0, 2, 0, 1, 0, 2]",4,cMajor,Piano Sonata K330 i C major.mid by Mozart.csv
146,292.0 to 293.875,"[1, 0, 2, 0, 1, 0, 1, 2, 0, 0, 0, 1]",8,gMajor,Piano Sonata K330 i C major.mid by Mozart.csv
147,294.0 to 295.75,"[1, 0, 0, 0, 1, 0, 0, 2, 0, 0, 0, 0]",5,cMajor,Piano Sonata K330 i C major.mid by Mozart.csv
148,296.0 to 297.8333333,"[2, 0, 1, 0, 2, 0, 1, 2, 0, 0, 0, 1]",4,cMajor,Piano Sonata K330 i C major.mid by Mozart.csv
149,298.0 to 299.9166667,"[2, 0, 1, 0, 1, 0, 1, 2, 0, 1, 0, 2]",8,cMajor,Piano Sonata K330 i C major.mid by Mozart.csv
150,300.0 to 301.875,"[1, 0, 2, 1, 1, 0, 2, 1, 0, 2, 0, 0]",6,dMajor,Piano Sonata K330 i C major.mid by Mozart.csv
151,303.0 to 303.75,"[1, 0, 0, 0, 1, 0, 1, 1, 0, 1, 0, 1]",6,cMajor,Piano Sonata K330 i C major.mid by Mozart.csv
152,304.0833333 to 305.875,"[2, 0, 0, 0, 2, 0, 0, 1, 0, 1, 0, 1]",4,cMajor,Piano Sonata K330 i C major.mid by Mozart.csv
153,306.3333333 to 307.625,"[1, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0]",7,cMinor,Piano Sonata K330 i C major.mid by Mozart.csv
154,308.0 to 309.875,"[1, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 1]",7,cMajor,Piano Sonata K330 i C major.mid by Mozart.csv
155,310.75 to 311.75,"[1, 0, 1, 0, 0, 0, 1, 2, 0, 1, 0, 2]",8,gMajor,Piano Sonata K330 i C major.mid by Mozart.csv
156,312.0 to 313.6666667,"[0, 0, 1, 0, 0, 0, 0, 2, 0, 0, 0, 0]",3,gMajor,Piano Sonata K330 i C major.mid by Mozart.csv
157,314.125 to 315.875,"[0, 0, 1, 0, 1, 0, 1, 1, 0, 0, 0, 1]",7,gMinor,Piano Sonata K330 i C major.mid by Mozart.csv
158,316.25 to 317.125,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1]",7,fMajor,Piano Sonata K330 i C major.mid by Mozart.csv
159,318.125 to 319.875,"[0, 1, 2, 0, 0, 0, 1, 0, 0, 0, 0, 1]",7,dMinor,Piano Sonata K330 i C major.mid by Mozart.csv
160,320.375 to 321.625,"[1, 0, 2, 0, 0, 0, 0, 1, 0, 0, 0, 1]",1,gMajor,Piano Sonata K330 i C major.mid by Mozart.csv
161,322.0 to 323.875,"[1, 0, 0, 1, 1, 0, 1, 2, 0, 0, 0, 0]",5,cMajor,Piano Sonata K330 i C major.mid by Mozart.csv
162,324.25 to 325.875,"[1, 1, 1, 0, 2, 0, 0, 1, 0, 0, 0, 1]",5,cMajor,Piano Sonata K330 i C major.mid by Mozart.csv
163,326.0 to 327.75,"[0, 0, 3, 0, 0, 0, 1, 1, 0, 1, 0, 1]",1,dMajor,Piano Sonata K330 i C major.mid by Mozart.csv
164,328.1666667 to 329.75,"[0, 0, 2, 0, 2, 0, 2, 2, 0, 0, 0, 0]",6,cMajor,Piano Sonata K330 i C major.mid by Mozart.csv
