index,offsetRange,"[C,C#,D,E-,E,F,F#,G,G#,A,B-,B]",CentroidLabelIndex_individualUnit,triadLabel,filename
88,91.0 to 91.75,"[0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0]",8,dMajor,Piano Sonata K283 i G major.mid by Mozart.csv
89,92.0 to 92.75,"[1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1]",8,gMajor,Piano Sonata K283 i G major.mid by Mozart.csv
90,93.0 to 93.5,"[0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0]",3,cMajor,Piano Sonata K283 i G major.mid by Mozart.csv
91,94.0 to 94.5,"[0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0]",3,cMajor,Piano Sonata K283 i G major.mid by Mozart.csv
92,95.0 to 95.5,"[1, 0, 0, 0, 0, 0, 1, 2, 0, 1, 0, 1]",3,cMajor,Piano Sonata K283 i G major.mid by Mozart.csv
93,96.0 to 96.5,"[0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0]",3,cMajor,Piano Sonata K283 i G major.mid by Mozart.csv
94,97.0 to 97.5,"[0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0]",3,cMajor,Piano Sonata K283 i G major.mid by Mozart.csv
95,98.0 to 98.5,"[1, 0, 1, 0, 1, 0, 1, 1, 0, 0, 0, 1]",6,cMajor,Piano Sonata K283 i G major.mid by Mozart.csv
96,99.0 to 99.5,"[0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0]",3,cMajor,Piano Sonata K283 i G major.mid by Mozart.csv
97,100.0 to 100.5,"[0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0]",3,cMajor,Piano Sonata K283 i G major.mid by Mozart.csv
98,101.0 to 101.5,"[0, 1, 2, 0, 1, 0, 1, 1, 0, 0, 0, 0]",8,dMajor,Piano Sonata K283 i G major.mid by Mozart.csv
99,102.0 to 102.5,"[2, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1]",5,cMajor,Piano Sonata K283 i G major.mid by Mozart.csv
100,103.0 to 103.5,"[0, 1, 1, 0, 0, 0, 1, 1, 0, 1, 1, 0]",8,dMajor,Piano Sonata K283 i G major.mid by Mozart.csv
101,104.0 to 104.5,"[1, 0, 0, 0, 1, 1, 0, 1, 1, 0, 0, 1]",0,cMajor,Piano Sonata K283 i G major.mid by Mozart.csv
102,105.0 to 105.75,"[1, 0, 2, 0, 0, 0, 1, 0, 0, 1, 0, 0]",8,dMajor,Piano Sonata K283 i G major.mid by Mozart.csv
103,106.0 to 106.75,"[0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0]",8,aMajor,Piano Sonata K283 i G major.mid by Mozart.csv
104,107.0 to 107.75,"[2, 0, 2, 0, 0, 0, 1, 0, 0, 2, 0, 0]",4,dMajor,Piano Sonata K283 i G major.mid by Mozart.csv
105,108.0 to 108.75,"[0, 0, 3, 0, 0, 0, 0, 2, 0, 0, 0, 2]",6,gMajor,Piano Sonata K283 i G major.mid by Mozart.csv
106,109.0 to 109.75,"[0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0]",8,aMajor,Piano Sonata K283 i G major.mid by Mozart.csv
107,110.0 to 110.75,"[0, 0, 3, 0, 0, 0, 0, 2, 0, 0, 0, 2]",6,gMajor,Piano Sonata K283 i G major.mid by Mozart.csv
108,111.0 to 111.75,"[2, 0, 0, 0, 3, 0, 0, 0, 0, 2, 0, 0]",9,cMinor,Piano Sonata K283 i G major.mid by Mozart.csv
109,112.0 to 112.75,"[1, 0, 2, 0, 1, 0, 0, 1, 0, 0, 0, 2]",6,gMajor,Piano Sonata K283 i G major.mid by Mozart.csv
